Name,Address,Latitude,Longitude,Homepage,Description
新宿御苑,〒160-0014 東京都新宿区内藤町11,35.68507155,139.70954659587008,,約1万本の木々が茂る新宿御苑は、広さ58.3ヘクタール、周囲3.5kmに及ぶ広大な国民庭園です。風景式庭園、整形式庭園、日本庭園が巧みに組み合わせられており、日本における近代西洋庭園の名園と言われています。旧洋館御休所や旧御凉亭など歴史的建造物も多く、自然散策とともに歴史遺産をたずねることができます。
明治神宮,〒151-8557 東京都渋谷区代々木神園町1−1,35.6748417,139.69962659091632,https://www.meijijingu.or.jp,原宿駅から徒歩5分の場所にある神社。初詣の参拝者数が毎年日本一を記録する都心でも有数の参拝スポットだ。70万平方メートルにも及ぶ人工の森「鎮守の杜」があり、都会のオアシスとして親しまれている。境内には、強運スポットとして名高い湧き水の井戸「清正井」や、2本の木が寄り添うご神木「夫婦楠」など、数多くのパワースポットが点在。美しい花菖蒲を見られる「明治神宮御苑」や、深い木々に囲まれた癒しのカフェ「杜のテラス」など、参拝後に楽しめる場所も多い。
東京タワー,〒105-0011 東京都港区芝公園4丁目2-8,35.6584491,139.74553595504963,,東京タワーには、150mのメインデッキ、250mのトップデッキの2つの展望台があり、東京の中心から世界有数のメトロポリスの息吹を感じることが出来ます。塔脚下のビル「フットタウン」には、オフィシャルショップやフードコート、タワーギャラリー等、1日過ごせる施設が充実。 赤羽橋駅、神谷町駅、御成門駅、芝公園駅など各駅から徒歩10分圏内にあり、好アクセスです。
那須どうぶつ王国,〒329-3223 栃木県那須郡那須町大字大島1042番地1,37.1290079,140.0371661,,"那須どうぶつ王国は、動物たちと身近にふれあえる！大人気な動物園です。
【①雨の日でも安心な「王国タウン」】【②那須の大自然に広がる「王国ファーム」】の2つに分かれています。【①王国タウン】には、カピバラと触れ合える「カピバラの森」や熱帯の湿地を体感できる「ウェットランド」 この春、さらに新施設もオープン！？
【②王国ファーム】には、世界の様々な猛禽類が見れる「猛禽の森」、カンガルーを間近で観察できる「カンガルーファーム」、見ているだけで癒されるアルパカ がいる「アルパカの丘」などがあります。また那須どうぶつ王国では、鳥たちが頭上スレス レを飛行する「バードパフォーマンスショー」も人気。普通の動物 園では経験できないような体験をしてみましょう！"
マザー牧場,〒299-1601 千葉県富津市田倉940-3,35.24592135,139.93408315205562,,
よみうりランド 遊園地,〒206-0812 東京都稲城市矢野口4015-1 よみうりランド遊園地,35.630913,139.517731,,よみうりランド 遊園地は、多摩丘陵南部にある子供から大人まで楽しめるレジャーランドです。最高時速110km・最大高低差78mの「バンデット」をはじめ、全43種のアトラクションが大集合した「遊園地エリア」、全15機種のアトラクションでモノづくりの楽しさが体感できる「グッジョバ!!」、5つのプールと3種のスライダーを有する「プールWAI」など、1日遊べる魅力的なエリアが勢揃い。特にグッジョバでは、世界に一つだけのオリジナル「日清焼そばU.F.O.」作りや、効率的な車の作り方を学ぶワークショップなど、新スタイルの遊園地エンターテイメントも満喫できます。その他、イルミネーションや季節ごとのイベントも見どころです。アソビューでは、よみうりランド 遊園地の割引クーポンを販売中。プール付ワンデーパスが最大400円割引になるお得な内容です。また、割引クーポンはスマホでの事前購入となるので、入口でスマホを見せるだけと入場もスムーズ。よみうりランド 遊園地の割引クーポンを使って、お得にアトラクションを満喫してみてはいかがでしょうか。
アクアワールド茨城県大洗水族館,〒311-1301 茨城県東茨城郡大洗町磯浜町8252-3,36.3333185,140.5938710490426,,アクアワールド茨城県大洗水族館は、日本一のサメ飼育種類数を誇る水族館です。体長3ｍを超えるシロワニなど現在54種のサメを飼育しています。当館はマンボウの複数飼育にも取り組んでおり、国内最大級の専用水槽で沢山のマンボウがのんびりと泳ぐ姿は必見です。上野駅から電車で約1時間半と都内からも好アクセス。是非お越しください。
西武園ゆうえんち,〒359-1145 埼玉県所沢市山口2964,35.768854250000004,139.4427295222854,,一歩足を踏み入れるとそこは活気・元気・熱気がほとばしる1960年代の懐かしいあの頃の世界！ 商店街のいたる所で巻き起こる、予想もつかない圧巻のライブ・パフォーマンスがゲスト自身をも巻き込み没入させます。 商店街から見上げる丘にそびえ立つ映画館には、日本を代表するクリエイティブの英知を結集した大型ライド・アトラクション「ウルトラマン・ザ・ライド 世紀の大決闘」と「ゴジラ・ザ・ライド 大怪獣頂上決戦」が二本立て上映中。 活気あふれる商店街を抜けた先には、心の底から懐かしさに没入できる遊園地のアトラクション達が勢ぞろい！
サンリオピューロランド,〒206-8588 東京都多摩市落合1-31,35.62456145,139.4294452913163,,「サンリオピューロランド」は、東京都多摩市にある屋内型のテーマパークです。メルヘンな雰囲気のパーク内で、「ハローキティ」や「ポムポムプリン」などのサンリオキャラクターがお出迎えします。ポップでかわいいキャラクターたちのショーやアトラクション、キャラクターたちをモチーフにしたフォトジェニックなフード・ドリンクも勢ぞろい！
新江ノ島水族館,〒251-0035 神奈川県藤沢市片瀬海岸2-19-1,35.31009935,139.47942205909544,,"新江ノ島水族館は、目の前に相模湾と江の島を望む絶好ロケーションの水族館です。約8,000匹のイワシが泳ぐ「相模湾大水槽」を含む相模湾ゾーンをはじめ、幻想的な空間が広がる「クラゲファンタジーホール」など、趣向を凝らした展示コーナーが勢ぞろいしています。また、ウミガメへのタッチやイルカとの握手といった各種ふれあいプログラム、イルカやアシカたちによる各種ショーも必見です。その他、深海の環境を再現した水槽やクラゲの研究コーナーなど、遊びながら学べるエリアも充実しています。ぜひ一度足をお運びください。"
ムーミンバレーパーク,〒357-0001 埼玉県飯能市宮沢327-6,35.87197625,139.32582644623974,,ムーミンバレーパークは、ムーミンの物語を追体験できるテーマパークです。体験型展示施設「コケムス」では、8mを超えるムーミン谷巨大ジオラマをはじめ、楽しい仕掛けが満載！ショップやレストラン、ワークショップなど様々な角度からムーミンと仲良くなれます。アスレチックやツリーハウスもあり、森と湖の楽園を体いっぱいで感じられます。
国立科学博物館,〒110-0007 東京都台東区上野公園7-20,35.715899500000006,139.7766878394077,,国立科学博物館は、1877年に創立された、日本で最も歴史のある博物館の一つであり、自然史・科学技術史に関する国立の唯一の総合科学博物館です。上野本館では、良質で豊富な実物標本資料を中心に、フロアごとに展示テーマを設け、メッセージ性を重視することにより、わかりやすく伝えられるような展示構成としています。
サンシャイン水族館,〒170-0013 東京都豊島区東池袋3-1 サンシャインシティ ワールドインポートマートビル 屋上,35.7291388,139.7202726,,"「サンシャイン水族館」は、東京・池袋の「サンシャインシティ ワールドインポートマートビル」内にある水族館です。「天空のオアシス」をコンセプトとしており、さまざまな生き物たちの生活する姿と、ワクワクするような展示方法によって、癒しの空間を作り上げています。屋外にある「マリンガーデン」は、頭上に設置された水槽で泳ぐ生き物たちを見られるスポット。池袋のビル街を優雅に飛んでいるかのような、ペンギンやアシカの姿は必見です。 サンシャイン水族館へ電車でお越しの際は、「東池袋」駅から徒歩約5分、もしくは「池袋」駅から徒歩約10分です。お車でお越しの際は、収容台数1,800台のサンシャインシティの地下にある駐車場をご利用いただけます。"
すみだ水族館,〒131-0045 東京都墨田区押上1-1-2 東京スカイツリータウンソラマチ,35.7101011,139.8093338,,すみだ水族館は、東京スカイツリータウンRウエストヤード内に2012年にオープンした水族館です。5階と6階の2フロアからなる館内には、ペンギンやオットセイを間近で見られる屋内開放プール型水槽をはじめ、全8種類の展示コーナーが勢ぞろい！「江戸」をテーマにした日本最大級の金魚展示ゾーンや、全長50mのスロープを万華鏡に見立てた「クラゲ万華鏡トンネル」など、斬新な展示方法もポイントです。東京スカイツリーにお越しの際は、ぜひ「すみだ水族館」も合わせてお楽しみください。
東京サマーランド,〒197-0832 東京都あきる野市上代継600,35.7172571,139.27518823588804,,東京サマーランドは、屋内プール・屋外プール（夏季限定）・遊園地の3つのエリアからなる関東最大級のレジャー施設です。夏季には7種類のウォータースライダーや冒険心をくすぐるアトラクションまで、1日中たっぷり遊べる設備を沢山ご用意しております。「1Dayパス」はプールだけでなく、遊園地エリアも乗り物乗り放題で楽しめます。是非お得なこの機会にサマーランドを遊び尽くしてください！
東京ジョイポリス,〒135-0091 東京都港区台場1-6-1 デックス東京ビーチ3F～5F,35.629063,139.775894,,東京ジョイポリスは、国内最大級の屋内型テーマパークです。「デジタル」と「リアル」の融合を意味する「デジタリアル(DigitaReal)」をコンセプトに、全く新しい非日常体験を提供いたします。最新技術を駆使したVRや絶叫コースターなどのアトラクションも充実。デックス東京ビーチ内の施設なので、雨の日もお楽しみいただけます。
ロックハート城,〒377-0702 群馬県吾妻郡高山村5583-1,36.6320341,138.98827481494493,,"ロックハート城は、中世ヨーロッパの街並みが再現された「石」のテーマパークです。園内には、英国スコットランドより移築・復元された本物のお城「ロックハート城」、海外から収集したという200体のテディベアが観覧できる「テディーの家」、俳優・津川雅彦氏が長い年月をかけ世界中から集めたサンタクロースが観覧できる「津川雅彦コレクション世界のサンタミュージアム」、恐竜の化石や地球の歴史を語る鉱石を展示している「ストーンアカデミー＆石ころミュージアム」、200点以上のサインが展示されている「サインギャラリー」、カップルに人気の「スプリングベル＆恋人の泉」、世界中から集めた1,000点以上の香水が観覧できる「香水の部屋」などがあります。また、ロックハート城はプリンセス体験ができるのも人気の理由の1つです。500種以上のドレスから好きなドレスを身にまとい、まるで英国の華やかな時代にいるかのような体験ができます。ロックハート城へは、上越線「沼田駅」からタクシーで約15分です。
アソビューでは、ロックハート城のお得なクーポンを販売中。通常大人1,000円の入館料が10%割引で900円、中高生は800円が720円となります。また、ロックハート城の割引チケットはスマホでの事前購入となるので、入り口でスマホを見せるだけとスムーズに入場できます。ロックハート城のお得なクーポンを使って、日本にある小さなヨーロッパを存分に楽しんでみてください。"
さがみ湖MORIMORI,〒252-0175 神奈川県相模原市緑区若柳1634,35.60717,139.205704,,"「さがみ湖MORIMORI」は、神奈川県相模原市にあるレジャーエリアです！最寄り駅はJR「相模湖」駅で、相模湖駅前から三ケ木行きバスに乗り約8分で「プレジャーフォレスト前」に。園内は、遊園地エリアとキャンプ・バーベキューエリアの2つに分かれており、自然を満喫しながらアクティブに遊べるアトラクションが豊富。遊園地エリアには、「パディントンベアの空飛ぶブランコ」や観覧車など約30種類のアトラクションがあります。特にオススメは、アジア初上陸の巨大クライミングアトラクション「マッスルモンスター」。360度見渡せる絶景の中、思わず絶叫してしまう鳥肌モノのアスレチック施設です。夏にはじゃぶじゃぶパラダイスも！キャンプ・バーベキューエリアでは、手ぶらで本格的なBBQが楽しめるほか、可愛いパディントンベアのキャンプグラウンドで快適にキャンプができます。疲れを癒したいときは、併設の「さがみ湖温泉 うるり」へどうぞ。アソビューではお得で便利な電子チケットや、さがみ湖温泉 うるりの割引電子チケットを販売しています。この機会にぜひご利用ください。
※じゃぶじゃぶパラダイスは7/21まで平日は運休です"
富士急ハイランド,〒403-0017 山梨県富士吉田市新西原5-6-1,35.48499615,138.77793302365643,https://www.fujiq.jp/,"富士急ハイランドは、ギネス記録を持つ絶叫マシーンや恐怖のお化け屋敷で知られる一大アミューズメントパークです。全長2,045m、最高速度130km/h、最大落差70mの「FUJIYAMA」や時速180kmを記録する「ド・ドドンパ」など、スリルを求める方にうってつけのアトラクションが楽しめます。

体験型アトラクションも充実しており、飽きることなく遊ぶことが可能です。富士山シリーズのアトラクションもあり、富士山を間近で楽しむこともできます。

また、キャラクターエリアにはキッズから大人まで楽しめる設備が充実しており、中でも「トーマスランド」「リサとガスパールタウン」はお子様連れに大人気。入園無料なので、気軽に好きなアトラクションを楽しめるのも魅力の一つです。

アクセスは電車やバス、レンタカーなど様々で、公共交通機関を利用する際にはフリーパスみたいな特典も用意されています。その他の設備としては、駐車場やレストラン、ショップなども完備されています。

アドレナリン全開の絶叫体験から家族で楽しむゆったりとしたアトラクションまで、富士急ハイランドはさまざまなエンターテイメントを楽しめるスポットです。"
上高地,長野県松本市安曇上高地,36.2537562,137.6551723,,長野県にある標高約1500mの山岳景勝地。中部山岳国立公園の一部として国の文化財（特別名勝・特別天然記念物）に指定されている。上高地のランドマークともいえる河童橋や、紅葉や山々を水面に映し出す大正池、幻想的な雰囲気に包まれている田代湿原など、大自然を感じられるスポットが点在。訪れる季節によって姿を変えるため、何度も訪れたくなる人気の観光スポットには、登山客やキャンパー、観光客など年間120万人が訪れている。
河口湖,山梨県南都留郡富士河口湖町,35.51306025,138.74482431577218,,富士山世界遺産の構成資産に登録されている富士五湖のひとつで、最も長い湖岸線を持つ。ホテル沿いにあるスポットから見た「逆さ富士」は、富士山の絶景撮影スポットとして有名。春には桜、初夏にはラベンダー、秋には紅葉など、季節ごとに見どころがある。遊覧船から富士山を眺めたり、釣りやボートなどのレイクレジャーを楽しんだりと、1年中楽しく過ごせるのが魅力。「富士急ハイランド」や「北口本宮冨士浅間神社」なども近くにある。
富士山,〒401-0320 山梨県南都留郡鳴沢村字富士山,35.362799,138.730781,http://www.narusawa-kanko.jp/,日本一の高さを誇る標高3776mの活火山。信仰と芸術の象徴として2013年に世界遺産に登録された。山頂から見るご来光と眼下に広がる雲海は最大の見どころ。頂上には噴火によってできた巨大クレーターがあり、周囲を歩くのが人気のトレッキングコースだ。「富士山頂上浅間大社」は富士山信仰の聖地であり、見逃せない観光スポットのひとつ。登山シーズンは7月初旬から9月初旬頃。登山口は4ヶ所あり、山梨側が吉田口、静岡県側に富士宮口、須走口、御殿場口がある。
善光寺,〒380-0851 長野県長野市元善町491,36.661423299999996,138.18765768403284,http://www.zenkoji.jp/,1707年（宝永4）に再建した本堂は、仏堂の前面に長大な礼堂を配した撞木造と呼ばれる独特の構造を持ち、東日本最大級の規模を誇る江戸中期仏教建築の傑作である。1953年（昭和28）3月、国宝指定。山門、経蔵は国の重要文化財に指定されている。
忍野八海,〒401-0511 山梨県南都留郡忍野村忍草,35.4602407,138.8327032,http://www.oshino.jp/,富士の雄姿を眺望する忍野村には、国の天然記念物に指定された８カ所の湧水池があり、８つの池の総称で忍野八海と呼ばれている。一帯は昔、湖の底だったが、延暦１９年（８００年）の富士山大噴火で湖が分断されて水が枯れ、湧水口だけが残った。八海のうち最も湧水量が多い「湧池」は日量２３万ｔで、地底の溶岩が見通せるほど清澄。「湧池」の水質はカルシウム等のミネラル成分が多いのが特徴。池から直接水は飲めないが、売店や旅館の井戸で水を購入することができる。日本名水百選、富士山世界遺産の構成資産として登録されている。
松本城,〒390-0873 長野県松本市丸の内４−１,36.23863525,137.9688708786901,https://www.matsumoto-castle.jp/,現在も天守が残る数少ない城のひとつ。城壁の上部を白漆喰、下部を黒漆喰で塗り分けており、コントラストが印象的な外観をしている。北アルプスを背に堂々とそびえたつ松本城は堂々たる迫力。天気が良ければ、日本アルプスの山々が掘に反射して美しい景色を作り出す光景を眺められる。天守はもちろん、周りを囲む石垣や堀なども、国の史跡に指定されている。城内では、城下町の絵図や甲冑、火縄銃など貴重な資料が収蔵されている。
戸隠神社奥社,〒381-4101 長野県長野市戸隠3506,36.7656566,138.062468,http://www.togakushi-jinja.jp/,天照大御神が天の岩屋にお隠れになった時、無双の神力で岩戸を開いた天手力雄命（あめのたぢからおのみこと）を御祭神として祀る戸隠神社の御本社。御神徳は開運、心願成就、五穀豊穣、スポーツ必勝など。参道は2ｋｍあり中間にある樹齢400年の杉並木が圧巻です。社殿は何百メートルもの断崖の真下に建てられています。冬季（1月7日〜4月中旬頃）は雪崩の危険があるため閉山します。
諏訪大社上社本宮,〒392-0015 長野県諏訪市中洲宮山1,35.998490000000004,138.1190236226331,http://suwataisha.or.jp/honmiya.html,日本最古の神社のひとつであり、全国にある1万を超える諏訪神社の総本社だ。「お諏訪さま」「諏訪大明神」とも呼ばれ親しまれる。特徴は、本殿を持たない諏訪造りという珍しい様式で建てられており、社殿は国の重要文化財に、社叢は県の天然記念物に指定されている。徳川家康によって寄進された四脚門をはじめとする貴重な歴史的建造物が多く残っている。本宮のほかに前宮、春宮、秋宮があり、それら4社を合わせて諏訪大社と呼ぶ。
山中湖,〒401-0502 山梨県南都留郡山中湖村,35.418663249999994,138.87681399668108,http://www.vill.yamanakako.yamanashi.jp,富士山の構成資産の一部として世界文化遺産に登録されている富士五湖のひとつ。冬は湖が凍ることから、湖面に穴をあけてワカサギを釣り上げる「氷上ワカサギ釣り」の場所として有名。暖房・お手洗い完備の山中湖ドーム船に乗れば、雪景色を眺めながら釣りを満喫できる。12～1月初旬には、太陽が富士山の山頂部に重なる「ダイヤモンド富士」を見られることも。湖畔沿いには約13kmの周回コースがあり、美しい自然風景を見ながらサイクリングやランニングも楽しめる。
苗場スキー場,〒949-6292 新潟県南魚沼郡湯沢町三国202,36.79502445,138.77875634800267,,
諏訪湖,長野県岡谷市,36.0479452,138.08328458643942,,長野県の中心にある、信州で最も大きい湖。湖面積は13.3平方キロメートルにもなる。湖畔の散策や美術館・美術館巡り、カヤックツアーなどいろんな楽しみ方を満喫できる。中でも、水陸両用車に乗って陸上と水上からの景色を楽しむ諏訪湖ダックツアーは、諏訪湖ならではのアクティビティ。夏には花火大会、冬には結氷が膨張して割れ裂ける現象「御神渡」が見られることもある。季節によってさまざまな体験ができるのが魅力だ。
かぐらスキー場,〒949-6211 新潟県南魚沼郡湯沢町三俣742,36.8462252,138.77587,,
GALA湯沢スキー場,〒949-6101 新潟県南魚沼郡湯沢町大字湯沢字茅平1039-2,36.944065,138.795273,,「GALA湯沢スキー場」は、東京駅から上越新幹線で最速約71分で到着できる新潟県湯沢のスキー場です。初級者さんはもちろん、上級者さんや小さなお子さまも安全に楽しめる様々なパークをご用意しております。ゲレンデデビューやスキルアップ、お子さまとの雪遊びなど、ぜひ当スキー場をご利用ください！無料シャトルバスも運行中♪
渋温泉,長野県下高井郡山ノ内町渋,36.734455,138.4306325,http://www.shibuonsen.net/,奈良時代の僧行基が開湯したと伝えられ、武田信玄の隠れ湯として歴史もあり古くから湯治場として栄えてきました。レトロな雰囲気と活気ある温泉場として人気があります。外湯は9つあり効能あらたか。手ぬぐいに朱印を押しながらの外湯巡り（宿泊者のみ）が魅力です。
本栖湖,〒401-0337 山梨県南都留郡富士河口湖町本栖,35.46430555,138.5855049574845,,富士五湖のひとつで、千円札の裏側に描かれる「逆さ富士」が撮影されたスポット。水深121.6mと富士五湖のなかでもっとも深く、本州一の透明度を誇る。水質が良く、ヒメマスやワカサギ釣りを楽しめるスポットとして有名。周辺にはキャンプ場があり、新鮮な魚をその場で調理して食べられるのも魅力だ。シュノーケリング・ダイビング・SUPヨガ・ウインドサーフィンなど、多彩なレイクアクティビティも楽しめる。
野沢温泉スキー場,〒389-2502 長野県下高井郡野沢温泉村大字豊郷7653番地,36.917224149999996,138.46402262202645,,
昇仙峡ロープウェイ,〒400-1217 山梨県甲府市猪狩町441,35.7531712,138.5637431,,"山梨県甲府市にある昇仙峡ロープウェイは、山麓の仙娥滝駅から山頂のパノラマ台駅をつなぐ、ロープ全長1,015mのロープウェイです。昇仙峡の美しい自然美を間近で楽しむことができ、山頂の展望台からは360度のパノラマビューが広がります。霊峰富士を眺める浮富士広場や弥三郎岳、和合権現などパワースポットとしても人気です。"
ビーナスライン,〒391-0321 長野県茅野市～上田市,36.1695469,138.1304989,https://www.venus-line.net/,長野県の茅野市から上田市の美ヶ原高原美術館まで続く約76㎞の全長を誇る観光道路。ただ通るだけでなく、各スポットで車を止めて散策できるのがビーナスラインならではの楽しみ方だ。道路には、信州の展望台と呼ばれ浅間山や北アルプスを望める美ヶ原高原や、釣りやBBQが楽しめるスポットなどがある。夏は高山植物がきれいに咲き美しい風景を満喫できる。周辺には宿泊施設も充実しているので泊りがけで楽しむのもおすすめだ。
御嶽山,長野県上伊那郡飯島町飯島御嶽山,35.8929915,137.4804059,https://go-iijima.nagano.jp,標高3067ｍにも及ぶ火山。裾野が大きく広がっており、台形状になっているのが特徴の独立峰だ。富士山や白山と同様、信仰の対象となる霊峰でもある。ロープウェイがあるので7合目までは、誰でも簡単に登山が可能。絶景はもちろん、高山植物園やお花畑も楽しめる。冬には、スキーをはじめとするウィンタースポーツも盛んだ。2014年に噴火してから入山規制があるため、訪れる際はあらかじめチェックが必要だ。
新潟市水族館 マリンピア日本海,新潟県新潟市中央区西船見町5932-445,37.924023,139.028152,http://www.marinepia.or.jp/,"約500種2万点の水生生物に出会える日本海側有数の規模を誇る水族館。日本海大水槽の底を通るマリントンネルからの眺めは迫力満点！まるで海中にいるかのよう。

毎日開催されているイルカショーはわかりやすい解説が魅力。

かわいいペンギンやアザラシに思わずにっこり。美しい魚たちに心が和みます。

広い館内は魚たちが見やすい展示になっており、大人も子どもも家族みんなで楽しめます。"
河童橋,長野県松本市上高地,36.2488433,137.6378377,http://www.kamikochi.or.jp/,上高地の名所。梓川にかかる吊り橋で現在5代目を数える。河童橋の名の由来は、昔ここに河童がすみそうな深い淵があったため、あるいはまだ橋のなかった時代、衣類を頭に乗せて川を渡った人々が河童に似ていたから、など幾つかの説があるが、真相は定かでない。
石和温泉郷,〒406-0031 山梨県笛吹市石和町内,35.6573077,138.6571025,http://www.isawaonsen.or.jp/,昭和３６年、ぶどう畑の中から突然温泉が湧き出して以来、たちまち新興温泉郷として全国に知られるようになった。湯量の豊富さは全国でも有数で、毎分５万リットルの湯が湧出している。リューマチ・神経痛・骨・関節などの運動器障害・外傷性障害の後療法などに適しており、温泉内にはリハビリテーションの近代的施設を備えた温泉病院も多い。周辺は、ぶどう・桃・梨・りんご・柿などの果樹園が広がり、その間を笛吹川が流れる。
立山黒部アルペンルート,〒398-0001 長野県大町市平,36.5680842,137.5380348,http://www.alpen-route.com/,"富山県と長野県を結ぶ総延長37.2kmの山岳観光ルート。標高3,000mを超える山々が連なる壮大な絶景を楽しめる。鉄道・ケーブルカー・電気バスと移動手段が豊富で、散策ルートと組み合わせて各地の観光名所を回れる。日本一の堤高を誇る「黒部ダム」や、四季折々の高原植物が美しい湿地「弥陀ヶ原」は圧巻の光景。秋には一面に色づく幻想的な紅葉を楽しめる。立山星の雫や立山地ビールなどこの土地ならではお土産も見逃せない。"
清津峡,新潟県十日町市小出,36.9863379,138.7441532,http://nakasato-kiyotsu.com/,"黒部峡谷・大杉谷とともに日本三大峡谷の一つとして知られる「清津峡」は昭和24年9月に上信越高原国立公園に指定され、学術的資料の宝庫。
川を挟んで切り立つ巨大な岩壁は全国に誇るV字型の大峡谷をつくり、国の名勝天然記念物にも指定されています。
雄大な柱状節理の岩肌と清流・清津川の急流の取り合わせはダイナミックで素晴らしく、訪れる人々に深い感動を与えます。

清津峡渓谷トンネルは、第７回（2018年）大地の芸術祭で、中国の建築ユニットである「マ・ヤンソン／MADアーキテクツ」によるアート作品「Tunnel of Light」としてリニューアルオープンしました。
洞窟をイメージした入り口を進むと、大峡谷の岩肌を間近で鑑賞できる見晴所や、光の演出の通路、歪んだ鏡が並ぶ空間など、自然をただ見るだけでなく、別の視点から見る仕掛けがたくさん。一番の見どころはトンネルの一番奥にあるパノラマステーションで、トンネルの壁にはステンレス板、床一面には水が張られており大峡谷が映り込みます。
トンネルすぐそばのエントランスには1階にカフェ、2階には足湯が新設され、より一層楽しめる施設となっています。"
野沢温泉,長野県下高井郡野沢温泉村,36.9231588,138.4465531,,天然温泉100％かけ流しの江戸時代から続く、歴史ある温泉。湯仲間という制度によって大切に守られてきた外湯は、村人だけでなく観光客にも解放されている。温泉街には、外湯が13ヶ所点在しており、外湯巡りを楽しめるのは野沢温泉の魅力。清潔に保たれた共同浴場では、村人と観光客が楽しそうに会話する光景を目にすることもでき長閑な雰囲気だ。また温泉たまごや、長野県の郷土料理「野沢菜漬け」など名産も多く、温泉だけでなくグルメも満喫できる。
ハルニレテラス,〒389-0111 長野県北佐久郡軽井沢町長倉2148,36.3593866,138.59043794649472,https://www.hoshino-area.jp/shop,「軽井沢星野エリア」にある小さな街。レストランやカフェをはじめ、北欧雑貨のセレクトショップ、マッサージ店など16店舗が集まる人気スポットだ。店舗間を広いウッドデッキがつなぎ、まるで大きなテラスのような雰囲気が漂う。湯川の清流に自生するハルニレの木立を生かして作られており、大自然の中にいるような気持ちになれる。周辺には、「星野温泉 トンボの湯」もあり、1日中いても飽きずに楽しめる場所となっている。
上田城,長野県上田市二の丸,26.7953436,114.8785507,,"上田城は真田昌幸により天正11年(1583)に築かれました。上田盆地のほぼ中央の地に位置する平城で、千曲川（その分流尼ヶ淵）に望む段丘の崖を利用して築城されており、真田昌幸は二回にわたって徳川軍の攻撃を撃退しています。このような二度もの実戦の歴史をもつ近世城郭は全国的にも例はなく、数少ない兵力で大軍を退けた名城として、早くに国の史跡に指定されました。
上田城は慶長五年（1600）の関ヶ原合戦後、真田昌幸・幸村（信繁）父子が西軍につき、上田城に立てこもって、徳川秀忠軍が西へ向かうのをくい止めたことに対する処分のひとつとして、建物はもちろん、濠も埋められるなど、完全に破壊されてしまいました。その後、真田氏のあと上田藩主となった仙石忠政が、上田城の一部が復興されています。
仙石氏の復興した当時の姿を残す西櫓は現在、県宝に指定されています。"
上越国際スキー場,〒949-6431 新潟県南魚沼市樺野沢112-1,37.0322113,138.8218689,,上越国際スキー場は、新潟県南魚沼市にあるスキー場です。広大な土地にマザーズゾーン、アクティブゾーン、パノラマゾーン、フォレストゾーンの4つのゾーンで構成され、老若男女楽しめます。各ゾーンの中にある自慢のゲレ食を味わう事も可能です。がっつり系から甘味までバラエティー豊かなメニューがございます。是非、足をお運びください。
福井県立恐竜博物館,〒911-8601 福井県勝山市村岡町寺尾51-11,36.0823042,136.5065708,,
黒部ダム,〒930-1406 富山県中新川郡立山町芦峅寺,36.5666941,137.66363857226673,http://www.kurobe-dam.com/index.html,大自然の中、幾多の困難を乗り越えて昭和38年に完成した世紀の大事業「黒部ダム」は、高さ186ｍ、長さ492ｍの日本最大のアーチ式ドーム越流型ダムで、世界でも最高クラス。毎秒10ｔ以上の水を吹き出す観光放水は迫力満点で、期間は6月下旬〜10月中旬。
兼六園,〒920-0936 石川県金沢市兼六町１,36.5624267,136.66235460908416,http://www.pref.ishikawa.jp/siro-niwa/japanese/top.html,日本三名園として有名な兼六園。国の特別名勝に指定されています。広大な園内には築山、池、茶屋などが点在しており、それぞれの景観を楽しみながら廻遊する庭園となっています。四季を通じてさまざまな自然美が堪能でき、雪から木の枝を守るために施される“雪吊り”は金沢の冬の風物詩として、ぜひ見てみたい景色です。夜のライトアップでは幻想的に彩られた庭園が広がります。（ライトアップの実施日については、イベントページをご覧ください。）『ミシュラン・グリーンガイド・ジャポン』で最高ランクの三つ星を獲得しています。
東尋坊,福井県坂井市三国町,35.7107939,139.7751562,http://kanko-sakai.com/,日本海に突き出した柱状の断崖が1km余も続く奇観で、輝石安山岩の柱状節理という地質学上にも珍しい奇岩。国の名勝・天然記念物に指定されており、断崖上に荒磯遊歩道(約4km)が続いている。また、すぐ下から観光遊覧船が運航しており、海上から眺める東尋坊もひと味違った見ごたえがある。
曹洞宗大本山永平寺,〒910-1228 福井県吉田郡永平寺町志比5-15,36.055313,136.352173,,曹洞宗の大本山。寛元2年（1244年）に道元禅師によって出家参禅の道場として開創されました。樹齢680年といわれる老杉に囲まれた敷地には、「七堂伽藍」をはじめとする70余りの殿堂楼閣が点在しています。坐禅体験・写経体験のほかに、泊まりこみで雲水の修業に近い生活を送る参籠や参禅の体験をすることもできます。参籠・参禅は２週間前までの事前予約が必要です。
金沢21世紀美術館,〒920-8509 石川県金沢市広坂1-2-1,36.5608432,136.65820907610328,http://www.kanazawa21.jp/,全国的に有名な金沢が誇る人気の観光スポット。誰もがいつでも立ち寄ることができ、様々な出会いの場となることを目指した現代アート美術館です。特に、レアンドロ・エルリッヒ作の《スイミング・プール》(通称:レアンドロのプール)は見逃せません。プールを介して地上と地下で人と人が出会うことができる話題の作品です。館内では感性を刺激する展示物をたくさん鑑賞できます。魅力的なミュージアムショップ、レストランも併設しているので、旅の計画の際には時間を長めにとってゆっくりと滞在するのがおすすめです。
